Name,Charakter Pipeline,Design Skelett,Einzigartig,Element,Erstellt von,Erstellungsdatum,Flavourtext,ID,Idee Brackground,Kartenart,Kartentext,Kartentext-Planung,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Letzte Änderung,Rarität,Set Release,Slot zugewiesen,Status,⚔️,⭕️,🛡️
Bewohner von Yith,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:09 PM",,430,Vittel,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Monster
Wenn dieser Charakter das Feld betritt übernimm die Kontrolle eines Charakters, den du nicht kontrollierst bis zum Ende des Zuges. Der Charakter erhält Ansturm und darf nur Charaktere angreifen.",,,,,,,5,"August 10, 2025 8:23 PM",,,No,Backup,5/5,,5/5
Hund von Tindalos,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:13 PM",,431,Vittel,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Monster
Wenn der Gegner eine Karte zieht, abgesehen von der ersten Karte im schritt “Karte ziehen” tappe eine Elementarkarte des Gegners.",,,,,,,3,"August 10, 2025 8:23 PM",,,No,Backup,20/20,,20/20
Namenlose Katze,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:17 PM",Sag niemals ihren Namen.,432,Vittel,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Monster
Wenn dieser Charakter das Feld betritt, erhalte eine zufällige Manifestation aus deinem Deck auf die Hand.",,,,,,,1,"August 10, 2025 8:23 PM",,,No,Backup,5/5,,5/5
Die Farbe aus dem All,,,Yes,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:20 PM",,433,Vittel,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Old One
Einzigartig
Alle anderen Charaktere erhalten -10/-10 solange sich die Farbe aus dem All auf dem Feld befindet.
Wenn dieser Charakter das Feld betritt zerstöre eine Elementarkarte.",,,,,,,7,"August 10, 2025 8:23 PM",,,No,Backup,40/40,,50/50
Manuskript - Der König in Gelb,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:25 PM",,434,Vittel,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,Ein Charakter deiner Wahl erhält Wahnsinn,,,,,,,2,"August 10, 2025 8:23 PM",,,No,Backup,,,
Die geliebten Toten,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:27 PM",,435,Vittel,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,Ein Kultist deiner Wahl von deinem Friedhof kommt auf das Feld zurück. Der Charakter erhält Wahnsinn bis zum ende des Zuges.,,,,,,,4,"August 10, 2025 8:23 PM",,,No,Backup,,,
Azathoth Erwacht,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:29 PM",,436,Vittel,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Ermittle für alle Spieler einen zufälligen Charakter oder Manifestation .
Zerstöre alle anderen Charaktere und Manifestationen.",,,,,,,6,"August 10, 2025 8:23 PM",,,No,Backup,,,
Azathoth Träumt,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:32 PM",,437,Vittel,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Sofort spielbar
Zerstöre von jedem Spieler einen zufälligen Charakter oder Manifestation.",,,,,,,3,"August 10, 2025 8:23 PM",,,No,Backup,,,
Die Musik des Erich Zann,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:34 PM",,438,Vittel,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Sofort spielbar
Verhindere dass eine Charakter oder Manifestation ins Spiel kommt.",,,,,,,3,"August 10, 2025 8:23 PM",,,No,Backup,,,
Das Necronomicon Lesen,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:36 PM",,439,Vittel,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Sofort spielbar
Sehe dir eine beliebige Schildkarte oder eine beliebige Handkarte des Gegners an.",,,,,,,2,"August 10, 2025 8:23 PM",,,No,Backup,,,
Carcosa,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:56 PM",,440,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Kann nur einmal im Deck sein, Ziehe am Anfang des Spiels diese Karte aus dem Deck und spiele sie als eine deiner Schildkarten, wenn dieser Schild zerstört wird, der Charakter der diesen Schild zerstört hat wird auf den Friedhof gelegt. Carcosa kommt ebenfalls auf den Friedhof.",,,,,,,,"August 10, 2025 8:23 PM",,,No,Backup,,,
Innsmouth,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 2:59 PM",,441,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Wirf am Ende deines Zuges eine Münze. Durchsuche bei Kopf dein Deck nach einem Tiefenwesen und nimm es auf die Hand. Befindet sich in deinem Deck kein Sternengezücht, darfst du auch deinen Friedhof durchsuchen. Mische dann dein Deck.",,,,,,,2,"August 10, 2025 8:23 PM",,,No,Backup,,,
Hexenhaus,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:04 PM",,442,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Brown Jenkins kostet ein Element weniger.
Opfere diese Manifestation um einen Charakter den du kontrollierst der eine Schildkarte angreift bis zum ende des Zuges unblockbar zu machen.",,,,,,,2,"August 10, 2025 8:23 PM",,,No,Backup,,,
Der Schwarze Stein,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:08 PM",,443,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Am Ende deines Zuges darfst du entweder einen Kultisten vom Feld opfern oder einen Kultist von deiner Hand auf den Friedhof legen.
Wenn du das machst durchsuche dein Deck oder Friedhof nach einem Old One und nimm diesen auf die Hand.",,,,,,,5,"August 10, 2025 8:23 PM",,,No,Backup,,,
Der Tempel,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:11 PM",,444,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Entferne diese Karte vor Spielbeginn aus deinem Deck. Mische diese Karte nach dem ausspielen der Schild und Elementarkarten wieder in dein Deck. Kann nicht als Elementar gelegt werden, Kann nicht beschworen werden, Verhöhnen, 3 mal Bannkreis",,,,,,,,"August 10, 2025 8:23 PM",,,No,Backup,,2,
Dunwich,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:13 PM",,445,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Lavinia Whateley kostet drei Elemente weniger.
 
Auch als Manifestation gespielt kann Dunwich wie ein Element eingesetzt werden.",,,,,,,4,"August 10, 2025 8:23 PM",,,No,Backup,,,
Miskatonic-Universität,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:15 PM",,446,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,Wirf am Ende deines Zuges eine Münze. Bei Kopf erhalte ein Ereignis aus dem Deck auf die Hand.,,,,,,,4,"August 10, 2025 8:23 PM",,,No,Backup,,,
Die Verfluchte Heide,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:18 PM",,447,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Kann nicht zerstört werden.
Wenn diese Manifestation das Feld betritt, zerstöre eine zufällige Elementarkarte eines Gegners.
Alle Charaktere erhalten -5/0.",,,,,,,6,"August 10, 2025 8:23 PM",,,No,Backup,,,
R`lyeh,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:25 PM",,448,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Wirf am Ende deines Zuges eine Münze. Durchsuche bei Kopf dein Deck nach einem Sternengezücht und nimm es auf die Hand. Befindet sich in deinem Deck kein Sternengezücht, darfst du auch deinen Friedhof durchsuchen. Mische dann dein Deck.",,,,,,,5,"August 10, 2025 8:23 PM",,,No,Backup,,,
Monolith,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:26 PM",,449,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,Zu Beginn der ersten Hauptphase erhält ein Charakter deiner Wahl ein Bannkreis. Entferne diesen Bannkreis zu Beginn deines nächsten Zuges.,,,,,,,4,"August 10, 2025 8:23 PM",,,No,Backup,,,
Y`ha-nthlei,,,No,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",Gut Christian,"June 10, 2024 3:30 PM",,451,Vittel,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Dagon und Hydra kosten zwei Elemente weniger.
Dagan und Hydra betreten das Feld mit je einem Bannkreis.",,,,,,,3,"August 10, 2025 8:23 PM",,,No,Backup,,,
Verheerendes Beben,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"June 17, 2024 4:00 PM",,452,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Zerstöre eine <kind>Manifestation</kind> Deiner Wahl.,Zerstöre eine Manifestation deiner wahl.,,,,,,2,1,"October 27, 2025 4:38 PM",,TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21),No,TCG Arena,,,
"Aramis von Rabenstein, Priester des Lichts",Aramis von Rabenstein (https://www.notion.so/Aramis-von-Rabenstein-c8a0500bfd9b431e872c1373de973798?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"July 7, 2024 6:34 PM","“Vertraut auf mein Licht, denn selbst der tiefste Schatten flieht vor dem Mut der Seele, die glaubt.”",453,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Bannkreis 2</ability> <desc>Ich <key>betrete</key> das <zone>Feld</zone> mit 2 <key>Bannkreisen</key>, die allen <key>Schaden</key> abwehren.</desc>
<cost><opt/></cost><desc>Einmal pro Zug</desc> Verschiebe in Deiner <phase>Hauptphase</phase> einen <key>Bannkreis</key> von <self>mir</self> auf einen anderen <kind>Charakter</kind>.","Einzigartig
Bannkreis 2
OPT: du darfst einen Bannkreis von mir auf einen anderen Charakter verschieben.",Priester (https://www.notion.so/Priester-048bd95495bd4b0daf5c7b992a39f61a?pvs=21),,,,,2,3,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,30/30,,30/30
"Celia, Priesterin des Sol",Celia von Sonnenberg (https://www.notion.so/Celia-von-Sonnenberg-ad63744849d84f6f992661cf22208e57?pvs=21),,Yes,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Gut Christian,"July 7, 2024 6:49 PM","Wenn sie ruft, bricht Sols Blick durch Wolken wie eine Strafe; und wer Unschuld zerstört, spürt die sengende Wut des Lichts selbst.",454,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Bannkreis 1</ability> <desc><self>Ich</self> <key>betrete</key> das <zone>Feld</zone> mit 1 <key>Bannkreis</key>, der allen <key>Schaden</key> abwehrt.</desc>
<cost><magica/><unshaped2/></cost> Lege einen <key>Bannkreis</key> auf einen anderen <kind>Charakter</kind> Deiner Wahl mit <key>Stärke</key> 15 oder weniger, oder auf <name>Aramis von Rabenstein</name>.","Einzigartig,
Bannkreis 1,
2,M; Lege ein Bannkreis auf einen anderen Charakter deiner wahl, mit Stärke 15 oder weniger, oder Aramis von Rabenstein.",Magier (https://www.notion.so/Magier-3a53f2f6a1ef426b8a25520ab3d354b1?pvs=21),,,,2,,2,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,15/15,,15/15
Icarus’ Schlag,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"September 24, 2024 8:41 PM",,455,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,"Als zusätzliche kosten, um diese Karte auszuspielen, Opfere einen Charakter den du kontrollierst.
Zerstöre einen Charakter deiner Wahl.",,,,,,,,"October 23, 2025 8:13 PM",,,No,Backup,,,
Artillerie-Bombardement,,IC20 (https://www.notion.so/IC20-28695bba56ba819e928fc1685274876a?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"September 24, 2024 9:04 PM",,456,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Führe den folgenden Schritt bis zu 3-mal aus:
<ul>
<li>Füge einem <kind>Charakter</kind> oder einer <kind>Manifestation</kind> <damage>20</damage> <key>Schaden</key> zu.</li>
</ul>","Führe den folgenden Schritt bis zu drei mal aus.
- Füge einem Charakter oder Manifestation 20 Schaden zu.",,,,3,,,3,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Die wilde Jagd,,EC23 (https://www.notion.so/EC23-28695bba56ba8107b9e0eb8f4e1b8261?pvs=21),No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"September 24, 2024 9:17 PM",,457,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Alle gegnerischen <kind>Charaktere</kind> werden bis zum Beginn Deines nächsten <key>Zuges</key> <ability>rasend</ability>. <desc>Ein rasender <kind>Charakter</kind> wird in der ersten Hauptphase in die <key>Angriffsposition</key> gebracht und muss <key>angreifen</key>, wann immer möglich.</desc>","Alle Charaktere die du nicht kontrollierst werden “Rasend” bis zu beginn deines nächsten Zuges.
Ein Charakter mit Rasend wird in der ersten Hauptphase in die Angriffsposition gebracht und muss angreifen falls möglich.",,3,,,,,1,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Ausmerzen,,MC12 (https://www.notion.so/MC12-28695bba56ba81b2be3aeacb1914a541?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Gut Christian,"September 24, 2024 9:28 PM",,459,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Schicke einen <kind>Charakter</kind> Deiner Wahl ins <zone>Exil</zone>.,Schicke einen Charakter deiner Wahl ins Exil.,,,,,3,,1,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Weltenbrand,,MC20 (https://www.notion.so/MC20-28695bba56ba812e9aa8cb3d90dd55ac?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Gut Christian,"September 24, 2024 9:30 PM","Die Elementtreuen erzählen noch heute, wie der Himmel selbst schrie, als die Welt in Flammen ertrank.",460,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Schicke alle <kind>Charaktere</kind> auf den <zone>Friedhof</zone>.,Schick alle Charaktere auf den Friedhof.,,,,,2,,4,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,,
Siegelpyramide,,MC22 (https://www.notion.so/MC22-28695bba56ba81a39c07d61f8532c226?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Gut Christian,"September 24, 2024 9:33 PM","Unter dem Siegel schlummert, was aus unseren Landen auf Ewigkeit verbannt sein sollte.",461,,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Wenn <self>ich</self> ins <key>Spiel</key> komme, schicke einen <kind>Charakter</kind> Deiner Wahl ins <zone>Exil</zone>, bis <self>ich</self> das <zone>Feld</zone> verlasse. Der <kind>Charakter</kind> kehrt dann in <key>Verteidigungsposition</key> auf das <zone>Feld</zone> seines <key>Besitzers</key> zurück.","Wenn Siegelpyramide ins Spiel kommt, schicke einen Charakter deiner Wahl ins Exil, bis Siegelpyramide das Feld verlässt. (Wenn Siegelpyramide zerstört wird, kehrt der Charakter in Verteidigungsposition auf das Feld seines Besitzers zurück.)",,,,,2,,1,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,,0,
Regelkarte Wahnsinn,,,No,,Marco Meierhofer,"September 26, 2024 6:09 PM",,462,Vittel,,,"Wird ein Charakter mit Wahnsinn belegt, so muss dieser sofort einen zufälligen anderen Charakter angreifen, das gilt für feindliche und verbündete Charaktere. Am besten wirft man dafür einen geeigneten Würfel. Dafür darf dieser Charakter auch in der Verteidigungsstellung angreifen. Gibt es für den Charakter kein Angriffsziel kommt Wahnsinn nicht zum tragen. Sollten mehre Charaktere gleichzeitig Wahnsinn erhalten kämpfen sie gleichzeitig. Dabei dürfen nur jeweils zwei Charaktere miteinander kämpfen.",,,,,,,,"August 10, 2025 8:23 PM",,,No,Backup,,,
Pekars Segen,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Timon,"November 20, 2024 4:41 PM",,464,,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Alle Deine <kind>Charaktere</kind> und <kind>Manifestationen</kind> auf dem <zone>Feld</zone> mit mindestens 1 <key>Bannkreis</key> können nicht von <kind>Ereignissen</kind> und <kind>Fähigkeiten</kind> als <key>Ziel</key> gewählt werden.,Alle deine Charaktere und Manifestationen auf dem Feld mit einem Bannkreis können nicht von Ereignissen und Fähigkeiten nicht gezielt werden. Es darf ein neues Ziel gewählt werden.,,,,,2,,3,"October 27, 2025 4:38 PM",,TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21),No,TCG Arena,,1,
Windstoss,,EC19 (https://www.notion.so/EC19-28695bba56ba810caef9fbaa19c09192?pvs=21),No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Gut Christian,"November 20, 2024 7:36 PM",,465,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Ändere die Position von bis zu zwei Charakteren,Ändere die Position von bis zu zwei Charakteren,,2,,,,,2,"October 27, 2025 5:22 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,,,
"Alvar, dem König sein Knecht","Alvar, dem König sein Knecht (https://www.notion.so/Alvar-dem-K-nig-sein-Knecht-11995bba56ba803791dff0804eefb100?pvs=21)",,Yes,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Gut Christian,"March 3, 2025 5:29 PM","Manchmal fragt sich Alvar, ob sein Streben nach Rettung nur eine Flucht vor der Angst ist, den König je enttäuschen zu können.",466,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<cost><opt/></cost> Ein befreundeter <kind>Charakter</kind> Deiner Wahl erhält einen <key>Bannkreis</key>. Wirf als <key>Kosten</key> eine <key>Münze</key>. Bei <key>Kopf</key> erhält der <kind>Charakter</kind> bis <key>Zugende</key> <stats>-10/-10</stats>, bei <key>Zahl</key> fügt der <typ>Charakter</typ> einem anderen, <key>befreundeten</key> <kind>Charakter</kind> Deiner Wahl <key>Schaden</key> in Höhe seiner <key>Stärke</key> zu.","Einzigartig
opt;  Ein befreundeter Charakter deiner Wahl erhält ein Gottesschild. Wirf eine Münze, bei Kopf erhält der Charakter -10/-10 bis Zugende, bei Zahl fügt der Charakter einem anderen befreundeten Charakter deiner Wahl schaden in höhe seiner Stärke zu.",Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,2,,,,1,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,10/10,,10/10
Babette E.Y. MacMetth,Babette E.Y. MacMetth (https://www.notion.so/Babette-E-Y-MacMetth-27595bba56ba807d95d7c5e2d5e610d1?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 3, 2025 5:46 PM",,467,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Einzigartig,
Tödlicher Angriff gegen Magier. 
2,T, OPT; Füge einem Charakter deiner Wahl 10 Schaden zu.
Wenn du Janthe Nain O'Leary kontrollierst füge stattdessen 20 schaden zu.",Abenteurer (https://www.notion.so/Abenteurer-18c618e1fbc44737ad118d41cdbfa787?pvs=21),,,,,2,1,"October 26, 2025 5:55 PM",,,No,Neu,15/20,,15/20
Janthe Nain O'Leary,Janthe Nain O'Leary (https://www.notion.so/Janthe-Nain-O-Leary-27595bba56ba802eac0fd1d2d80d8e79?pvs=21),,Yes,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Gut Christian,"March 3, 2025 6:01 PM",,468,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Einzigartig,
Tödlicher Angriff gegen Magier. 
2,T, OPT; Füge einem Charakter deiner Wahl 10 Schaden zu.
Wenn du Babette E.Y. MacMetth kontrollierst füge stattdessen 20 schaden zu.",Abenteurer (https://www.notion.so/Abenteurer-18c618e1fbc44737ad118d41cdbfa787?pvs=21),,,,,2,1,"October 26, 2025 5:55 PM",,,No,Neu,15/20,,15/20
