ID,Status,Name,Einzigartig,Kartenart,Kartentext-Planung,Kartentext,Flavourtext,Element,⚔️,🛡️,⭕️,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Erstellt von,Artwork,Art Production,Glossar,Erstellungsdatum,Kritik,Letzte Änderung,Set Release,Zustimmung
412,Experiment,Wilbur Whateley,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Kultist
Einzigartig
Entferne diese Karte vor Spielbeginn aus deinem Deck. Mische diese Karte nach dem ausspielen der Schild und Elementarkarten wieder in dein Deck. 
Kann nicht als Elementar gelegt werden, Kann nicht beschworen werden, Ruft beim Tod Dunwich Horror herbei, aus dem Deck, der Hand oder dem Friedhof.",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",30/30,30/30,,,,,,,,,Gut Christian,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/Wilbur_Whateley.png,,,"June 4, 2024 10:05 PM",,"July 3, 2025 3:14 PM",,
413,Experiment,Dunwich Horror,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Old One
Einzigartig
Entferne diese Karte vor Spielbeginn aus deinem Deck. Mische diese Karte nach dem ausspielen der Schild und Elementarkarten wieder in dein Deck. 
Kann nicht als Mana gelegt werden, Kann nicht beschworen werden",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",50/50,50/50,,,,,,,,,Gut Christian,,,,"June 4, 2024 10:07 PM",,"July 3, 2025 3:14 PM",,
414,Experiment,Herbert West - Reanimator,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Kultist
Einzigartig
Immer wenn Herbert West - Reanimator angreift, wirf eine Münze, bei Kopf bringe ein Kultist deiner Wahl aus dem Friedhof aufs Feld.",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",15/15,15/15,,,,,,,,3,Gut Christian,,,,"June 4, 2024 10:09 PM",,"July 3, 2025 4:49 PM",,
415,Experiment,U-Boot U29,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Kultist
Einzigartig, Verteidiger,
Wenn dieser Charakter das Feld betritt und du “Graf von Altberg-Ehrenstein” kontrollierst, durchsuche dein Deck, deine Hand und dein Friedhof nach “Der Tempel” und lege ihn auf das Feld.",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",-/-,30/30,,,,,,,,4,Gut Christian,,,,"June 4, 2024 10:13 PM",,"July 3, 2025 4:49 PM",,
416,Experiment,Graf von Altberg-Ehrenstein,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Kultist
Einzigartig, Verteidiger,
Wenn dieser Charakter das Feld betritt und du “U-Boot U29” kontrollierst, durchsuche dein Deck, deine Hand und dein Friedhof nach “Der Tempel” und lege ihn auf das Feld.",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",-/-,20/20,,,,,,,,4,Gut Christian,,,,"June 4, 2024 10:20 PM",,"July 3, 2025 4:49 PM",,
417,Experiment,Joseph Curwen,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Kultist
Einzigartig
Wenn dieser Charakter das Feld betritt übernimm die Kontrolle über einen Charakter, lege “Joseph Curwen”  unter diese Karte. Stirbt der Charakter werden beide Karten in den Friedhof ihres Besitzers gelegt.",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",-/-,-/-,,,,,,,,6,Gut Christian,,,,"June 4, 2024 10:21 PM",,"July 3, 2025 4:49 PM",,
418,Experiment,Robert Olmstead,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Kultist
Wenn dieser Charakter das Feld betritt, lege zwei münzen darauf.
zu Beginn deines Zuges entferne eine Münze.
Sobald du die letzte Münze entfernst, durchsuche dein Deck, Hand und Friedhof nach “Tiefenwesen” und lege ihn auf das Feld.",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",10/10,10/10,,,,,,,,1,Gut Christian,,,,"June 4, 2024 10:32 PM",,"July 3, 2025 4:49 PM",,
419,Experiment,Charles le Sorcier,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Kultist
Einzigartig
Am Ende deines Zuges nimm “Charles le Sorcier” vom Friedhof auf deine Hand.",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",20/20,20/20,,,,,,,,4,Gut Christian,,,,"June 4, 2024 10:39 PM",,"July 3, 2025 3:14 PM",,
420,Experiment,Cthulu`s Präsenz,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Old One
Einzigartig
Feldzauber
Diese Karte kann nicht zerstört werden.
Alle Kultisten und Monster erhalten +10/+10.
Wenn diese Karte das Feld betritt erhalten alle Charaktere Wahnsinn bis am Ende des Zuges.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",-/-,-/-,,,,,,,,7,Gut Christian,,,,"June 10, 2024 1:40 PM",,"July 3, 2025 4:49 PM",,
421,Experiment,Vater Dagon,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Old One
Einzigartig
Monster erhalten +5/+0 für jedes Monster auf dem Feld das du kontrollierst.",,,"Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21)",50/50,50/50,,,,,,,,7,Gut Christian,,,,"June 10, 2024 1:49 PM",,"July 3, 2025 4:48 PM",,
422,Experiment,Mutter Hydra,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Old One
Einzigartig
Monster erhalten +0/+5 für jedes Monster auf dem Feld das du kontrollierst.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",50/50,50/50,,,,,,,,7,Gut Christian,,,,"June 10, 2024 1:52 PM",,"July 3, 2025 4:48 PM",,
423,Experiment,Jäger der Finsternis,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Monster
Angreifer
Ansturm
Kann keine Schildkarten angreifen.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",30/70,-/-,,,,,,,,7,Gut Christian,,,,"June 10, 2024 1:55 PM",,"July 6, 2025 4:05 PM",,
424,Experiment,Shoggothen,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Monster,,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",50/50,50/50,,,,,,,,5,Gut Christian,,,,"June 10, 2024 1:57 PM",,"September 9, 2024 5:00 PM",,
425,Experiment,Sternengezücht,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Monster
Zahle 3 Elemente, dieser Charakter wird in diesem Zug unblockbar und kann den Spieler nicht direkt angreifen.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",20/20,20/20,,,,,,,,3,Gut Christian,,,,"June 10, 2024 1:59 PM",,"September 26, 2024 6:43 PM",,
426,Experiment,Mi-Go,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Monster,,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",30/30,30/30,,,,,,,,3,Gut Christian,,,,"June 10, 2024 2:03 PM",,"September 9, 2024 4:58 PM",,
427,Experiment,Tiefenwesen,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Monster,,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",20/20,20/20,,,,,,,,2,Gut Christian,,,,"June 10, 2024 2:05 PM",,"September 9, 2024 4:57 PM",,
428,Experiment,Pickmans Modell,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Monster,,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",40/40,40/40,,,,,,,,4,Gut Christian,,,,"June 10, 2024 2:06 PM",,"September 9, 2024 4:59 PM",,
429,Experiment,Brown Jenkins,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Monster
Einzigartig
Nachschub",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",0/5,5/5,,,,,,,,2,Gut Christian,,,,"June 10, 2024 2:07 PM",,"July 3, 2025 3:14 PM",,
430,Experiment,Bewohner von Yith,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Monster
Wenn dieser Charakter das Feld betritt übernimm die Kontrolle eines Charakters, den du nicht kontrollierst bis zum Ende des Zuges. Der Charakter erhält Ansturm und darf nur Charaktere angreifen.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",5/5,5/5,,,,,,,,5,Gut Christian,,,,"June 10, 2024 2:09 PM",,"July 6, 2025 4:05 PM",,
431,Experiment,Hund von Tindalos,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Monster
Wenn der Gegner eine Karte zieht, abgesehen von der ersten Karte im schritt “Karte ziehen” tappe eine Elementarkarte des Gegners.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",20/20,20/20,,,,,,,,3,Gut Christian,,,,"June 10, 2024 2:13 PM",,"September 9, 2024 4:58 PM",,
432,Experiment,Namenlose Katze,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Monster
Wenn dieser Charakter das Feld betritt, erhalte eine zufällige Manifestation aus deinem Deck auf die Hand.",,Sag niemals ihren Namen.,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",5/5,5/5,,,,,,,,1,Gut Christian,,,,"June 10, 2024 2:17 PM",,"July 3, 2025 4:49 PM",,
433,Experiment,Die Farbe aus dem All,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Old One
Einzigartig
Alle anderen Charaktere erhalten -10/-10 solange sich die Farbe aus dem All auf dem Feld befindet.
Wenn dieser Charakter das Feld betritt zerstöre eine Elementarkarte.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",40/40,50/50,,,,,,,,7,Gut Christian,,,,"June 10, 2024 2:20 PM",,"July 4, 2025 1:50 PM",,
434,Experiment,Manuskript - Der König in Gelb,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Ein Charakter deiner Wahl erhält Wahnsinn,,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,2,Gut Christian,,,,"June 10, 2024 2:25 PM",,"September 26, 2024 5:58 PM",,
435,Experiment,Die geliebten Toten,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Ein Kultist deiner Wahl von deinem Friedhof kommt auf das Feld zurück. Der Charakter erhält Wahnsinn bis zum ende des Zuges.,,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,4,Gut Christian,,,,"June 10, 2024 2:27 PM",,"July 3, 2025 4:49 PM",,
436,Experiment,Azathoth Erwacht,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Ermittle für alle Spieler einen zufälligen Charakter oder Manifestation .
Zerstöre alle anderen Charaktere und Manifestationen.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,6,Gut Christian,,,,"June 10, 2024 2:29 PM",,"September 26, 2024 6:22 PM",,
437,Experiment,Azathoth Träumt,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Zerstöre von jedem Spieler einen zufälligen Charakter oder Manifestation.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,3,Gut Christian,,,,"June 10, 2024 2:32 PM",,"September 26, 2024 6:41 PM",,
438,Experiment,Die Musik des Erich Zann,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Verhindere dass eine Charakter oder Manifestation ins Spiel kommt.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,3,Gut Christian,,,,"June 10, 2024 2:34 PM",,"October 27, 2024 11:02 AM",,
439,Experiment,Das Necronomicon Lesen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Sehe dir eine beliebige Schildkarte oder eine beliebige Handkarte des Gegners an.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,2,Gut Christian,,,,"June 10, 2024 2:36 PM",,"September 26, 2024 6:41 PM",,
440,Experiment,Carcosa,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Kann nur einmal im Deck sein, Ziehe am Anfang des Spiels diese Karte aus dem Deck und spiele sie als eine deiner Schildkarten, wenn dieser Schild zerstört wird, der Charakter der diesen Schild zerstört hat wird auf den Friedhof gelegt. Carcosa kommt ebenfalls auf den Friedhof.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,,Gut Christian,,,,"June 10, 2024 2:56 PM",,"September 12, 2024 9:30 AM",,
441,Experiment,Innsmouth,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Wirf am Ende deines Zuges eine Münze. Durchsuche bei Kopf dein Deck nach einem Tiefenwesen und nimm es auf die Hand. Befindet sich in deinem Deck kein Sternengezücht, darfst du auch deinen Friedhof durchsuchen. Mische dann dein Deck.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,2,Gut Christian,,,,"June 10, 2024 2:59 PM",,"October 25, 2024 1:20 PM",,
442,Experiment,Hexenhaus,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Brown Jenkins kostet ein Element weniger.
Opfere diese Manifestation um einen Charakter den du kontrollierst der eine Schildkarte angreift bis zum ende des Zuges unblockbar zu machen.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,2,Gut Christian,,,,"June 10, 2024 3:04 PM",,"September 9, 2024 4:57 PM",,
443,Experiment,Der Schwarze Stein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Am Ende deines Zuges darfst du entweder einen Kultisten vom Feld opfern oder einen Kultist von deiner Hand auf den Friedhof legen.
Wenn du das machst durchsuche dein Deck oder Friedhof nach einem Old One und nimm diesen auf die Hand.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,5,Gut Christian,,,,"June 10, 2024 3:08 PM",,"July 3, 2025 4:49 PM",,
444,Experiment,Der Tempel,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Entferne diese Karte vor Spielbeginn aus deinem Deck. Mische diese Karte nach dem ausspielen der Schild und Elementarkarten wieder in dein Deck. Kann nicht als Elementar gelegt werden, Kann nicht beschworen werden, Verhöhnen, 3 mal Bannkreis",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,2,,,,,,,,Gut Christian,,,,"June 10, 2024 3:11 PM",,"October 23, 2024 12:20 PM",,
445,Experiment,Dunwich,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Lavinia Whateley kostet drei Elemente weniger.
 
Auch als Manifestation gespielt kann Dunwich wie ein Element eingesetzt werden.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,4,Gut Christian,,,,"June 10, 2024 3:13 PM",,"September 26, 2024 6:19 PM",,
446,Experiment,Miskatonic-Universität,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Wirf am Ende deines Zuges eine Münze. Bei Kopf erhalte ein Ereignis aus dem Deck auf die Hand.,,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,4,Gut Christian,,,,"June 10, 2024 3:15 PM",,"September 26, 2024 6:17 PM",,
447,Experiment,Die Verfluchte Heide,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Kann nicht zerstört werden.
Wenn diese Manifestation das Feld betritt, zerstöre eine zufällige Elementarkarte eines Gegners.
Alle Charaktere erhalten -5/0.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,6,Gut Christian,,,,"June 10, 2024 3:18 PM",,"July 3, 2025 4:49 PM",,
448,Experiment,R`lyeh,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Wirf am Ende deines Zuges eine Münze. Durchsuche bei Kopf dein Deck nach einem Sternengezücht und nimm es auf die Hand. Befindet sich in deinem Deck kein Sternengezücht, darfst du auch deinen Friedhof durchsuchen. Mische dann dein Deck.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,5,Gut Christian,,,,"June 10, 2024 3:25 PM",,"October 27, 2024 11:08 AM",,
449,Experiment,Monolith,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Zu Beginn der ersten Hauptphase erhält ein Charakter deiner Wahl ein Bannkreis. Entferne diesen Bannkreis zu Beginn deines nächsten Zuges.,,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,4,Gut Christian,,,,"June 10, 2024 3:26 PM",,"September 9, 2024 5:00 PM",,
451,Experiment,Y`ha-nthlei,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Dagon und Hydra kosten zwei Elemente weniger.
Dagan und Hydra betreten das Feld mit je einem Bannkreis.",,,"Untitled (https://www.notion.so/d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",,,,,,,,,,3,Gut Christian,,,,"June 10, 2024 3:30 PM",,"July 3, 2025 4:49 PM",,
452,TCG Arena,Verheerendes Beben,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Zerstöre eine Manifestation oder eine Elementarkarte deiner wahl.,Zerstöre eine <kind>Manifestation</kind> oder eine <key>Elementarkarte</key> Deiner Wahl.,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,2,1,Gut Christian,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/452.png,,,"June 17, 2024 4:00 PM",,"July 24, 2025 11:12 PM",,C. Playtest
453,TCG Arena,"Aramis von Rabenstein, Priester des Lichts",Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Einzigartig
Bannkreis 2
OPT: du darfst einen Bannkreis von mir auf einen anderen Charakter verschieben.","<ability>Bannkreis 2</ability> <desc>Ich <key>betrete</key> das <zone>Feld</zone> mit 2 <key>Bannkreisen</key>, die allen <key>Schaden</key> abwehren.</desc>
<cost><opt/></cost> Verschiebe in Deiner <phase>Hauptphase</phase> einen <key>Bannkreis</key> von <self>mir</self> auf einen anderen <kind>Charakter</kind>.","“Vertraut auf mein Licht, denn selbst der tiefste Schatten flieht vor dem Mut der Seele, die glaubt.”",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),30/30,30/30,,Priester (https://www.notion.so/Priester-048bd95495bd4b0daf5c7b992a39f61a?pvs=21),,,,,2,4,Gut Christian,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/422e1918f14c-Aramis_2.jpg,Aramis von Rabenstein (https://www.notion.so/Aramis-von-Rabenstein-c8a0500bfd9b431e872c1373de973798?pvs=21),,"July 7, 2024 6:34 PM",,"July 8, 2025 10:07 PM",Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21),C. Playtest
454,TCG Arena,"Celia, Priesterin des Sol",Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Einzigartig,
Bannkreis 1,
2,M; Lege ein Bannkreis auf einen anderen Charakter deiner wahl, mit Stärke 15 oder weniger, oder Aramis von Rabenstein.","<ability>Bannkreis 1</ability> <desc><self>Ich</self> <key>betrete</key> das <zone>Feld</zone> mit 1 <key>Bannkreis</key>, der allen <key>Schaden</key> abwehrt.</desc>
<cost><magica/><unshaped2/></cost> Lege einen <key>Bannkreis</key> auf einen anderen <kind>Charakter</kind> Deiner Wahl mit <key>Stärke</key> 15 oder weniger, oder auf <name>Aramis von Rabenstein</name>.","Wenn sie ruft, bricht Sols Blick durch Wolken wie eine Strafe; und wer Unschuld zerstört, spürt die sengende Wut des Lichts selbst.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),15/15,15/15,,Magier (https://www.notion.so/Magier-3a53f2f6a1ef426b8a25520ab3d354b1?pvs=21),,,,2,,2,Gut Christian,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/76846383792d-5E8A7575.jpg,Celia von Sonnenberg (https://www.notion.so/Celia-von-Sonnenberg-ad63744849d84f6f992661cf22208e57?pvs=21),,"July 7, 2024 6:49 PM",,"July 6, 2025 5:45 PM",Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21),C. Playtest
455,Idee,Icarus Schlag,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Als zusätzliche kosten, um diese Karte auszuspielen, Opfere einen Charakter den du kontrollierst.
Zerstöre einen Charakter deiner Wahl.",,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),,,,,,,,,,,Gut Christian,,,,"September 24, 2024 8:41 PM",,"September 27, 2024 5:32 PM",,
456,TCG Arena,Artillerie-Bombardment,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Führe den folgenden Schritt bis zu drei mal aus.
- Füge einem Charakter oder Manifestation 20 Schaden zu.","Führe den folgenden Schritt bis zu 3-mal aus:
<ul>
<li>Füge einem <kind>Charakter</kind> oder einer <kind>Manifestation</kind> <damage>20</damage> <key>Schaden</key> zu.</li>
</ul>",,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),,,,,,,3,,,3,Gut Christian,,,,"September 24, 2024 9:04 PM",,"July 24, 2025 11:23 PM",,
