Kartenart,Name,Kartentext,Element,Kosten,⚔️,🛡️,⭕️,Kartentyp,Status,ID,Flavourtext,Created by,Artwork,Art Production,Decklist,Glossar,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Kritik,Zustimmung
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Spielfreudiges Wildschwein,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),5,45,10,,,Backup,149,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._beautiful_forest_by_Titus_Lunter_friendly_boar_mtg_wallpa_46217f56-337d-41fe-b32b-73f31204d9b7.png,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Spontane Kreativität,"Sofort spielbar
Tausche Angriffs und Verteidigungswert eines Charakters bis zum Ende des Zuges",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"1,,A,",,,,,Neu,257,,Slain,,,,,,1,,,,2,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Sprengmeister,"Doppelblock
Wenn dieser Charakter angegriffen hat oder an einem Kampf beteiligt war, stirbt er am Ende der Kampfphase.",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"2,I,I,",50/5,50/5,,,Neu,397,,Gut Christian,,,,,,,2,,,2,,C. Playtest
Legende (https://www.notion.so/Legende-3982764085c2477e827623c38aec8f98?pvs=21),Springflut,"1. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): entdeck (https://www.notion.so/entdeck-bc14ca1b366b418397d988c1c99579f6?pvs=21)e 3 Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) aus D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21) und nimm sie auf (https://www.notion.so/auf-e5bc4ea646fa468aa4d0ee5800a3c5e2?pvs=21) die Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21).
2. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e bis zu 3 Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e irgendwelcher Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) für 1 Aqua (https://www.notion.so/Aqua-710cb303190e42c187c5b6603253aa7a?pvs=21).
3. Runde (https://www.notion.so/Runde-d203b45604604e129e5015129b597641?pvs=21): zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e alle Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e auf dem Schlachtfeld (https://www.notion.so/Schlachtfeld-00d6e8bce1a7450e917e836d0bf3b24e?pvs=21).",,9,0,50,,,Backup,50,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1151088325092974602/itschotsch_large_massive_waves_against_a_harbor_quay_wall_by_pe_e83fd377-48e0-45c2-a352-23c58d0dccf3.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Stacheliger Kugelfisch,"Wenn Stacheliger Kugelfisch (https://www.notion.so/Stacheliger-Kugelfisch-be275f692d6e4183baa985c2d2afe8fd?pvs=21) verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)t, wird die angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifende Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 3",10,10,,,Backup,41,,Jan Appel,"Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00116-4223229129.png, Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00105-4251622031.png",,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Stadtwache,Verteidiger,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"1,T,",–/–,10/40,,,Playtest,352,,Gut Christian,,,,Verteidiger (https://www.notion.so/Verteidiger-3ed2bfd23127402ca07230aa897963f7?pvs=21),,,,,1,1,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Standhafter Verteidiger,Verhöhnen,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"2,T,T,",20/30,15/35,,,Playtest,373,,Gut Christian,,,,Verhöhnen (https://www.notion.so/Verh-hnen-aa6cd2e92ef04f59b2a2be3ad74aafdb?pvs=21),,,,,2,2,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Stärke der Gemeinschaft,"Immer wenn ein Mitglied einer Gruppe angreift oder verteidigt, erhält es für jedes andere Mitglied der selben Gruppe, das angreift oder verteidigt, +5 Angriff und Verteidigung ",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),3,,,1,,Idee,281,,Slain,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Sternenfall,Du erhälst nach diesem Zug einen Extrazug,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),9,,,,,Idee,240,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Sternengezücht,"Monster
Kann nur von Charakteren mit Stärke 30 oder mehr geblockt werden.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",3,20/20,20/20,,,Experiment,425,,Gut Christian,,,,,,,,,,3,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Steter Tropfen,"zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)e alle Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21)n mit Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21) $x$. Falls dabei Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21)n zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t werden, spiele Steter Tropfen (https://www.notion.so/Steter-Tropfen-97c7af5d6e1d40909e7753429a2cdb29?pvs=21) mit $x+1$. Beginne mit $x=1$.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 2",,,,,Backup,29,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150461074362081372/itschotsch_close-up_macro_shot_of_water_drop_falling_onto_rock__08273bf1-5e9c-422e-8aa9-9d458b23866d.png,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Stoßgebet zu Pekar,"Sofort spielbar
Halbiere den Schaden, den ein Charakter durch ein Ereignis oder einen Kampf erhält",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"1,A",,,,,Neu,343,,Tim,,,,,1,,,,,,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Sturmflut,Alle Charaktere werden dem Besitzer auf die Hand zurück gegeben.,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"3,A,A,",,,,,Neu,185,,Slain,,,,,,2,,,,3,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Stürmische Zauberin,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"2,M,",35/30,25/30,,,Playtest,376,,Timon,,,,,,,,1,,2,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Stürmischer Veteran,Eile,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"3,I,I,",50/30,30/30,,,Playtest,351,,Gut Christian,,,,Eile (https://www.notion.so/Eile-6deac7c16bbd468eb92c8a1e978c4be8?pvs=21),,,2,,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Sumpfkröte,"Wenn die Sumpfkröte (https://www.notion.so/Sumpfkr-te-8c33f75aa0d4460bac47c58b86f59931?pvs=21) ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)eint, darfst Du eine beliebige andere Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) verschwind (https://www.notion.so/verschwind-43bb30ae08cb45c7a465f320d7ca5f91?pvs=21)en und wieder ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)einen lassen.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 3 oder Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21), 3",5,35,,,Backup,40,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150248733397749820/itschotsch_angry_shiny_slimey_toad_in_dark_swamp_tall_reed_dram_178dc079-c8cc-4e9b-bb96-83a14d630598.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Taschendieb,"Wenn der Taschendieb angreift, muss der angegriffene Spieler 1 Element bezahlen. Wenn das passiert ist, erhältst Du eine Münze.",Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),3,20,20,,,Idee,341,,Tim,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Tausch der Jagdgründe,"Wähle ein Charakter eines Gegners, tausche die Kontrolle mit einem deiner Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),4,,,,,Backup,132,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/Frame_4.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Tekkadahn,"Einzigartig, Waffenmeister, Tierwesen, Mondenhain
Wenn Tekkadahn alleine angreift, erhält er +25 Angriff",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),4,40,20,,,Idee,280,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Tempel der Fünf,Jeder Elementar produziert ein zusätzliches Element seiner Art.,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),6,,,1,,Idee,212,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Terra-Duellant,"Darf nur Charaktere angreifen, Muss in Angriffsposition liegen",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),2,35,5,,,Idee,263,,Slain,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Terra-Kraftkugel,"Sofort spielbar
Ein Charakter erhält 20 Stärke bis zum Ende des Zuges.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"1,T,",,,,,Neu,167,,Slain,,,Untitled (https://www.notion.so/2fea6f417af04cb5a1b4a9db6c4d1393?pvs=21),,,,,,1,1,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Terrageweihter Steinkreis,"Einmal pro Spielzug du kannst die oberste Karte von deinem Deck aufdecken. Falls sie vom Element Terra ist lege sie in deine Elementarzone, falls nicht unter dein Deck.

Verlässt diese Karte das Feld, lege zwei Terra Elementare auf den Friedhof",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),2,,,2,,Backup,150,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._Stonehenge_Devine_ritual_magical_forest_ancient_mega_stru_5837a5db-f49d-4e20-ae73-8a9f7dcff754.png,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Terrakugel,"Sofort Spielbar.
Ein Charakter deiner Wahl erhält +10/+10 bis zum ende des Zuges.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"1,T,",,,,,Playtest,362,,Gut Christian,,,,Sofort spielbar (https://www.notion.so/Sofort-spielbar-294a02b665464d4ab9d64e4e102d6bd1?pvs=21),,,,,1,1,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Terras Balg ","sofort (https://www.notion.so/sofort-9c56f076fccf4157b07459dd557d86d7?pvs=21): Verhindere die Zerstörung eines Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) ",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,,,,,Backup,128,,Timon,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Tiefenwesen,Monster,"Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",2,20/20,20/20,,,Experiment,427,,Gut Christian,,,,,,,,,,2,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Tirolitklumpen,tap: Erzeuge ein ungeprägtes Element,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),3,,,1,,Idee,171,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Tosender Wasserfall,"Immer, wenn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st, zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u stattdessen eine mehr.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 4",0,1,,,Backup,43,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1151119520656789574/itschotsch_beautiful_massive_blue_waterfall_white_mist_bright_c_d43c5ee1-ab20-4d2d-9cbc-ef292416b7a2.png,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Trügerischer Aqua Brunnen,"2,Tap: Du darfst einen Charakter auf die Hand seines Besitzers schicken.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"1,A,A,",,,,,Neu,201,,Slain,,,,,,2,,,,2,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Trügerischer See,"Immer wenn ein Charakter, den du kontrollierst, das Spielfeld betritt, enttappe eine Elementarkarte.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"2,A,A,",,,,,Neu,401,,Gut Christian,,,,,,2,,,,2,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Trümmerfeld,"Statt eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) auf den Friedhof (https://www.notion.so/Friedhof-e253bfb78fc24f27b12562f1a8bd6a5f?pvs=21) zu legen, lege sie als unterstes unter Trümmerfeld (https://www.notion.so/Tr-mmerfeld-ba3f0690c7474aed932be7426ee6177a?pvs=21). Immer wenn du eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ziehst, darfst du aussuchen, ob du von deinem Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21), oder vom Trümmerfeld (https://www.notion.so/Tr-mmerfeld-ba3f0690c7474aed932be7426ee6177a?pvs=21) ziehst. Wenn Trümmerfeld (https://www.notion.so/Tr-mmerfeld-ba3f0690c7474aed932be7426ee6177a?pvs=21) zerstört wird, lege alle darunterliegenden Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n auf den Friedhof (https://www.notion.so/Friedhof-e253bfb78fc24f27b12562f1a8bd6a5f?pvs=21).",,6,,40,,,Backup,89,,Tim,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Tückischer Igel,Doppelblock (https://www.notion.so/Doppelblock-b26e421c63a74a64b61aa8be862a7d32?pvs=21) (Dieser Charakter kann zwei Angreifer pro Kampf blocken),Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),2,15,25,,,Backup,147,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._forest_by_Titus_Lunter_mtg_wallpaper_green_trees_--ar_34__5183f24e-5f80-49b5-9b54-4257ff86d97a.png,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Turbulenter Strom,"Wenn die vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21) angegr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)iffen wird, darfst du sie mit einem beliebigen D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einer Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) verteidig (https://www.notion.so/verteidig-839e6f9d7cbd46cebaa3c27a3d39a179?pvs=21)en. Falls nicht, wird Turbulenter Strom (https://www.notion.so/Turbulenter-Strom-2cb9b81fdc5c442fb79d5b8e45c9ea87?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)t.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 2",,,,,Backup,45,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150461638357561394/itschotsch_massive_dramatic_tall_wave_swirl_rotating_foaming_wa_f5843e19-0079-4d84-ad29-57683dec118e.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Tutorin der Aqua-Klinge ",Wenn dieser Charakter angreift erhält ein anderer angreifender Charakter deiner Wahl +10 Schaden bis Ende des Zuges.,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"2,I,",20/20,20/20,,,Playtest,390,,Gut Christian,,,,,,,1,,,2,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),U-Boot U29,"Kultist
Einzigartig, Verteidiger,
Wenn dieser Charakter das Schlachtfeld betritt und du “Graf von Altberg-Ehrenstein” kontrollierst, durchsuche dein Deck, deine Hand und dein Friedhof nach “Der Tempel” und lege ihn auf das Schlachtfeld.","Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21), Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21)",4,-/-,30/30,,,Experiment,415,,Gut Christian,,,,,,,,,,4,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Überläufer,"Wenn Überläufer (https://www.notion.so/berl-ufer-c96986e601df48bb8a8ea21bbde21b92?pvs=21) von einem Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) zerstört würde, wechselt er stattdessen seinen Besitzer zum zerstörenden Spieler. Wenn das passiert, werfen alle Spieler (https://www.notion.so/Spieler-8f9b118372384c41817b4234398dfa75?pvs=21) eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21).",,2,15,10,,,Backup,109,,Tim,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Vasalö Terras,"Duel (https://www.notion.so/Duel-3faa388dcdf445c2bff6fc8dabe42b47?pvs=21) (Einmal pro Spielzug: Dieser Charakter kann gegen einen gegnerischen Charakter kämpfen, dieser wird in Angriffsposition gebracht.. Der Gegner darf nicht blocken. Beide Charaktere erhalten +5 Angriff für jeden befreundeten Charakter. Danach dürfen beide Charaktere an keinem Kampf mehr teilnehmen bis zum Ende des Spielzugs)",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),5,45,20,,,Backup,151,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._medieval_knight_in_dynamic_pose_green_armor_trees_in_back_1873f509-be91-4565-81b5-7cafb6c1c4ca.png,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Verheerendes Beben,Zerstöre eine Manifestation.,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"1,T,T,",,,,,Neu,452,,Gut Christian,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/452.png,,Untitled (https://www.notion.so/486efb4094094e49b0bba5ee072ee75d?pvs=21),,,,,,2,1,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Verrückter Narr,"Als zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)e Kosten, wirf eine Karte ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21). Wenn Verrückter Narr (https://www.notion.so/Verr-ckter-Narr-02913adc5fa14825a0b85eb99b7cc5f2?pvs=21) angreift und überlebt, zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)e eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21). Verrückter Narr (https://www.notion.so/Verr-ckter-Narr-02913adc5fa14825a0b85eb99b7cc5f2?pvs=21) muss jeden Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) angreifen.",,3,30,20,,,Backup,84,,Tim,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Versengte Erde,"Wirf zu beginn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eines Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)s eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21). Wenn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u dabei mindestens eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21)geworfen hast, dürfen bis zu D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)einem nächsten Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) keine Konstante (https://www.notion.so/Konstante-bafefdffb74944b09dc4f9de10183b2d?pvs=21)n mehr gespiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)t werden. D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u darfst Versengte Erde (https://www.notion.so/Versengte-Erde-a2aac141ce69463381cb34a697508649?pvs=21) zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)en.",,5,,30,,,Backup,83,,Tim,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Versiegter Brunnen,"vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ieh einen beliebigen Spieler (https://www.notion.so/Spieler-8f9b118372384c41817b4234398dfa75?pvs=21) mit Versiegter Brunnen (https://www.notion.so/Versiegter-Brunnen-19665096f59e4daa90d45da2ca4cd6db?pvs=21). Solange kann der Spieler (https://www.notion.so/Spieler-8f9b118372384c41817b4234398dfa75?pvs=21) keine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)en. Am Ende jeden Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)es darf der vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Spieler (https://www.notion.so/Spieler-8f9b118372384c41817b4234398dfa75?pvs=21) 1 Aqua (https://www.notion.so/Aqua-710cb303190e42c187c5b6603253aa7a?pvs=21) bezahlen, um Versiegter Brunnen (https://www.notion.so/Versiegter-Brunnen-19665096f59e4daa90d45da2ca4cd6db?pvs=21) zu zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)en, oder 1 beliebiges anderes Element (https://www.notion.so/Element-0c6eab460133447db29c66c512586863?pvs=21) bezahlen, um einen anderen Spieler (https://www.notion.so/Spieler-8f9b118372384c41817b4234398dfa75?pvs=21) damit zu vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehen.",,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), 2",0,20,,,Backup,33,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1151096425120288850/itschotsch_dried_up_well_fountain_cracks_drought_bright_colors__a3ab8e2b-8f75-4b32-85bf-e8ee0a87f904.png,,,,,,,,,,,
